batch,analysis,age_at_sleep,is_weekend_factor,dst_observes,onset_estimate,offset_estimate,derived_duration_hours,derived_midpoint_linear
base,derived_duration_midpoint_age,18,Weekday,NA,-0.7808518738519845,7.00383123069257,7.784683104544555,3.111489678420293
base,derived_duration_midpoint_age,18,Weekend,NA,-0.24828424656261416,7.636381825950389,7.884666072513003,3.694048789693887
base,derived_duration_midpoint_age,19,Weekday,NA,-0.7568186199601612,6.9964183749140165,7.753236994874178,3.119799877476928
base,derived_duration_midpoint_age,19,Weekend,NA,-0.2222639056105581,7.642463302943558,7.8647272085541156,3.7100996986665
base,derived_duration_midpoint_age,20,Weekday,NA,-0.7333542936379935,6.989040381656585,7.722394675294578,3.1278430440092952
base,derived_duration_midpoint_age,20,Weekend,NA,-0.1969041322685598,7.648220678726983,7.845124810995543,3.725658273229212
base,derived_duration_midpoint_age,21,Weekday,NA,-0.7104588948854815,6.981697250920274,7.692156145805756,3.1356191780173965
base,derived_duration_midpoint_age,21,Weekend,NA,-0.1722049265366193,7.653653953300666,7.825858879837286,3.740724513382024
base,derived_duration_midpoint_age,22,Weekday,NA,-0.6881324237026252,6.974388982705085,7.66252140640771,3.14312827950123
base,derived_duration_midpoint_age,22,Weekend,NA,-0.14816628841473664,7.658763126664606,7.806929415079343,3.7552984191249346
base,derived_duration_midpoint_age,23,Weekday,NA,-0.6663748800894245,6.967115577011016,7.63349045710044,3.150370348460796
base,derived_duration_midpoint_age,23,Weekend,NA,-0.12478821790291174,7.663548198818801,7.788336416721712,3.769379990457944
base,derived_duration_midpoint_age,24,Weekday,NA,-0.6451862640458795,6.959877033838067,7.605063297883946,3.1573453848960935
base,derived_duration_midpoint_age,24,Weekend,NA,-0.10207071500114472,7.668009169763252,7.770079884764397,3.7829692273810536
base,derived_duration_midpoint_age,25,Weekday,NA,-0.62456657557199,6.952673353186241,7.577239928758231,3.164053388807125
base,derived_duration_midpoint_age,25,Weekend,NA,-0.08001377970943535,7.672146039497961,7.752159819207396,3.7960661298942626
base,derived_duration_midpoint_age,26,Weekday,NA,-0.6045158146677563,6.945504535055535,7.550020349723291,3.1704943601938895
base,derived_duration_midpoint_age,26,Weekend,NA,-0.05861741202778383,7.675958808022925,7.73457622005071,3.808670697997571
base,derived_duration_midpoint_age,27,Weekday,NA,-0.5850339813331783,6.93837057944595,7.523404560779128,3.1766682990563857
base,derived_duration_midpoint_age,27,Weekend,NA,-0.03788161195619016,7.679447475338146,7.717329087294336,3.820782931690978
base,derived_duration_midpoint_age,28,Weekday,NA,-0.5661210755682559,6.931271486357486,7.497392561925741,3.1825752053946146
base,derived_duration_midpoint_age,28,Weekend,NA,-0.01780637949465422,7.682612041443623,7.700418420938278,3.832402830974485
base,derived_duration_midpoint_age,29,Weekday,NA,-0.5477770973729891,6.924207255790142,7.471984353163131,3.188215079208576
base,derived_duration_midpoint_age,29,Weekend,NA,0.0016082853568239,7.685452506339356,7.683844220982532,3.84353039584809
base,derived_duration_midpoint_age,30,Weekday,NA,-0.5300020467473779,6.91717788774392,7.447179934491298,3.193587920498271
base,derived_duration_midpoint_age,30,Weekend,NA,0.02036238259824425,7.687968870025347,7.667606487427102,3.8541656263117954
base,derived_duration_midpoint_age,31,Weekday,NA,-0.5127959236914225,6.9101833822188174,7.42297930591024,3.1986937292636974
base,derived_duration_midpoint_age,31,Weekend,NA,0.03845591222960676,7.690161132501592,7.651705220271985,3.864308522365599
base,derived_duration_midpoint_age,32,Weekday,NA,-0.49615872820512263,6.9032237392148375,7.39938246741996,3.203532505504857
base,derived_duration_midpoint_age,32,Weekend,NA,0.05588887425091152,7.692029293768094,7.636140419517183,3.873959084009503
base,derived_duration_midpoint_age,33,Weekday,NA,-0.48009046028847846,6.896298958731978,7.376389419020456,3.2081042492217495
base,derived_duration_midpoint_age,33,Weekend,NA,0.0726612686621585,7.693573353824854,7.620912085162695,3.883117311243506
base,derived_duration_midpoint_age,34,Weekday,NA,-0.46459111994149,6.889409040770239,7.354000160711729,3.212408960414374
base,derived_duration_midpoint_age,34,Weekend,NA,0.0887730954633476,7.694793312671869,7.606020217208521,3.891783204067608
base,derived_duration_midpoint_age,35,Weekday,NA,-0.4496607071641571,6.882553985329622,7.332214692493779,3.2164466390827324
base,derived_duration_midpoint_age,35,Weekend,NA,0.104224354654479,7.69568917030914,7.5914648156546605,3.8999567624818097
base,derived_duration_midpoint_age,36,Weekday,NA,-0.4352992219564799,6.8757337924101245,7.311033014366604,3.220217285226822
base,derived_duration_midpoint_age,36,Weekend,NA,0.1190150462355526,7.696260926736667,7.577245880501114,3.90763798648611
base,derived_duration_midpoint_age,37,Weekday,NA,-0.4215066643184584,6.8689484620117485,7.290455126330206,3.223720898846645
base,derived_duration_midpoint_age,37,Weekend,NA,0.13314517020656835,7.696508581954451,7.563363411747883,3.9148268760805096
base,derived_duration_midpoint_age,38,Weekday,NA,-0.40828303425009255,6.862197994134493,7.2704810283845855,3.2269574799422003
base,derived_duration_midpoint_age,38,Weekend,NA,0.1466147265675263,7.696432135962491,7.549817409394964,3.921523431265008
base,derived_duration_midpoint_age,39,Weekday,NA,-0.3956283317513823,6.855482388778359,7.251110720529741,3.2299270285134885
base,derived_duration_midpoint_age,39,Weekend,NA,0.1594237153184265,7.696031588760787,7.536607873442361,3.927727652039607
base,derived_duration_midpoint_age,40,Weekday,NA,-0.3835425568223277,6.848801645943346,7.232344202765674,3.2326295445605093
base,derived_duration_midpoint_age,40,Weekend,NA,0.17157213645926894,7.69530694034934,7.523734803890071,3.9334395384043046
base,derived_duration_midpoint_age,41,Weekday,NA,-0.3720257094629288,6.842155765629454,7.214181475092383,3.235065028083263
base,derived_duration_midpoint_age,41,Weekend,NA,0.18305998999005352,7.694258190728151,7.5111982007380975,3.9386590903591023
base,derived_duration_midpoint_age,42,Weekday,NA,-0.36107778967318555,6.835544747836683,7.196622537509868,3.2372334790817487
base,derived_duration_midpoint_age,42,Weekend,NA,0.19388727591078028,7.692885339897217,7.498998063986436,3.943386307903998
base,derived_duration_midpoint_age,43,Weekday,NA,-0.3506987974530979,6.828968592565032,7.17966739001813,3.2391348975559673
base,derived_duration_midpoint_age,43,Weekend,NA,0.20405399422144935,7.6911883878565375,7.487134393635088,3.947621191038994
base,derived_duration_midpoint_age,44,Weekday,NA,-0.34088873280266596,6.822427299814503,7.163316032617169,3.2407692835059185
base,derived_duration_midpoint_age,44,Weekend,NA,0.2135601449220605,7.6891673346061165,7.475607189684056,3.951363739764088
base,derived_duration_midpoint_age,45,Weekday,NA,-0.3316475957218897,6.815920869585094,7.147568465306984,3.242136636931602
base,derived_duration_midpoint_age,45,Weekend,NA,0.2224057280126139,7.686822180145951,7.464416452133337,3.9546139540792824
base,derived_duration_midpoint_age,46,Weekday,NA,-0.32297538621076904,6.809449301876806,7.132424688087575,3.2432369578330182
base,derived_duration_midpoint_age,46,Weekend,NA,0.2305907434931096,7.684152924476042,7.4535621809829316,3.9573718339845754
base,derived_duration_midpoint_age,47,Weekday,NA,-0.31487210426930407,6.80301259668964,7.117884700958943,3.2440702462101676
base,derived_duration_midpoint_age,47,Weekend,NA,0.23811519136354736,7.681159567596389,7.443044376232841,3.959637379479968
base,derived_duration_midpoint_age,48,Weekday,NA,-0.3073377498974947,6.796610754023595,7.10394850392109,3.24463650206305
base,derived_duration_midpoint_age,48,Weekend,NA,0.24497907162392743,7.677842109506994,7.432863037883067,3.961410590565461
base,derived_duration_midpoint_age,49,Weekday,NA,-0.300372323095341,6.79024377387867,7.090616096974011,3.2449357253916644
base,derived_duration_midpoint_age,49,Weekend,NA,0.2511823842742496,7.674200550207853,7.423018165933604,3.962691467241051
base,derived_duration_midpoint_age,50,Weekday,NA,-0.293975823862843,6.783911656254865,7.077887480117709,3.244967916196011
base,derived_duration_midpoint_age,50,Weekend,NA,0.25672512931451413,7.670234889698969,7.413509760384455,3.9634800095067417
base,derived_duration_midpoint_age,51,Weekday,NA,-0.2881482522000006,6.777614401152182,7.065762653352183,3.244733074476091
base,derived_duration_midpoint_age,51,Weekend,NA,0.2616073067447209,7.665945127980342,7.404337821235621,3.9637762173625313
base,derived_duration_midpoint_age,52,Weekday,NA,-0.2828896081068139,6.77135200857062,7.054241616677434,3.244231200231903
base,derived_duration_midpoint_age,52,Weekend,NA,0.2658289165648697,7.661331265051971,7.395502348487102,3.9635800908084207
base,derived_duration_midpoint_age,53,Weekday,NA,-0.27819989158328284,6.765124478510179,7.043324370093462,3.2434622934634483
base,derived_duration_midpoint_age,53,Weekend,NA,0.26938995877496075,7.656393300913856,7.387003342138895,3.962891629844408
base,derived_duration_midpoint_age,54,Weekday,NA,-0.27407910262940743,6.758931810970858,7.033010913600266,3.2424263541707252
base,derived_duration_midpoint_age,54,Weekend,NA,0.272290433374994,7.651131235565996,7.378840802191003,3.961710834470495
base,derived_duration_midpoint_age,55,Weekday,NA,-0.2705272412451877,6.752774005952659,7.023301247197847,3.241123382353736
base,derived_duration_midpoint_age,55,Weekend,NA,0.27453034036496954,7.645545069008395,7.371014728643425,3.960037704686682
base,derived_duration_midpoint_age,56,Weekday,NA,-0.2675443074306236,6.746651063455581,7.014195370886204,3.2395533780124786
base,derived_duration_midpoint_age,56,Weekend,NA,0.27610967974488715,7.63963480124105,7.3635251214961635,3.9578722404929687
base,derived_duration_midpoint_age,57,Weekday,NA,-0.2651303011857151,6.740562983479624,7.005693284665339,3.2377163411469545
base,derived_duration_midpoint_age,57,Weekend,NA,0.27702845151474714,7.633400432263961,7.356371980749214,3.955214441889354
base,derived_duration_midpoint_age,58,Weekday,NA,-0.2632852225104623,6.734509766024787,6.997794988535249,3.2356122717571623
base,derived_duration_midpoint_age,58,Weekend,NA,0.27728665567454913,7.626841962077127,7.349555306402578,3.952064308875838
base,derived_duration_midpoint_age,59,Weekday,NA,-0.2620090714048652,6.728491411091071,6.9905004824959365,3.233241169843103
base,derived_duration_midpoint_age,59,Weekend,NA,0.2768842922242935,7.619959390680551,7.343075098456257,3.948421841452422
base,derived_duration_midpoint_age,60,Weekday,NA,-0.2613018478689237,6.722507918678477,6.983809766547401,3.230603035404777
base,derived_duration_midpoint_age,60,Weekend,NA,0.27582136116398,7.612752718074231,7.336931356910251,3.9442870396191054
base,derived_duration_midpoint_age,61,Weekday,NA,-0.26116355190263785,6.7165592887870025,6.9777228406896405,3.227697868442182
base,derived_duration_midpoint_age,61,Weekend,NA,0.2740978624936087,7.605221944258166,7.331124081764558,3.939659903375888
base,derived_duration_midpoint_age,62,Weekday,NA,-0.2615941835060077,6.710645521416649,6.972239704922656,3.2245256689553203
base,derived_duration_midpoint_age,62,Weekend,NA,0.2717137962131797,7.597367069232357,7.325653273019177,3.934540432722768
base,derived_duration_midpoint_age,63,Weekday,NA,-0.2625937426790332,6.704766616567417,6.96736035924645,3.2210864369441916
base,derived_duration_midpoint_age,63,Weekend,NA,0.2686691623226927,7.589188092996807,7.320518930674114,3.9289286276597495
base,derived_duration_midpoint_age,64,Weekday,NA,-0.2641622294217143,6.698922574239307,6.963084803661022,3.2173801724087965
base,derived_duration_midpoint_age,64,Weekend,NA,0.264963960822148,7.580685015551512,7.315721054729364,3.92282448818683
base,derived_duration_midpoint_age,65,Weekday,NA,-0.2662996437340511,6.6931133944323165,6.9594130381663675,3.2134068753491327
base,derived_duration_midpoint_age,65,Weekend,NA,0.26059819171154563,7.571857836896473,7.311259645184927,3.91622801430401
base,derived_duration_midpoint_age,66,Weekday,NA,-0.26900598561604355,6.687339077146447,6.956345062762491,3.209166545765202
base,derived_duration_midpoint_age,66,Weekend,NA,0.25557185499088536,7.56270655703169,7.307134702040805,3.909139206011288
base,derived_duration_midpoint_age,67,Weekday,NA,-0.27228125506769163,6.681599622381699,6.953880877449391,3.204659183657004
base,derived_duration_midpoint_age,67,Weekend,NA,0.24988495066016728,7.553231175957165,7.303346225296997,3.901558063308666
base,derived_duration_midpoint_age,68,Weekday,NA,-0.2761254520889954,6.675895030138071,6.952020482227066,3.1998847890245377
base,derived_duration_midpoint_age,68,Weekend,NA,0.24353747871939152,7.543431693672894,7.299894214953503,3.893484586196143
base,derived_duration_midpoint_age,69,Weekday,NA,-0.2805385766799548,6.670225300415565,6.950763877095519,3.1948433618678047
base,derived_duration_midpoint_age,69,Weekend,NA,0.23652943916855784,7.53330811017888,7.296778671010323,3.8849187746737193
base,derived_duration_midpoint_age,70,Weekday,NA,-0.28552062884056983,6.66459043321418,6.9501110620547495,3.189534902186805
base,derived_duration_midpoint_age,70,Weekend,NA,0.2288608320076664,7.522860425475123,7.293999593467457,3.875860628741395
base,derived_duration_midpoint_age,71,Weekday,NA,-0.2910716085708406,6.658990428533914,6.950062037104755,3.183959409981537
base,derived_duration_midpoint_age,71,Weekend,NA,0.2205316572367172,7.512088639561623,7.291556982324906,3.86631014839917
base,derived_duration_midpoint_age,72,Weekday,NA,-0.2971915158707669,6.653425286374771,6.950616802245539,3.1781168852520025
base,derived_duration_midpoint_age,72,Weekend,NA,0.2115419148557102,7.500992752438378,7.2894508375826685,3.856267333647045
base,derived_duration_midpoint_age,73,Weekday,NA,-0.30388035074034897,6.647895006736749,6.951775357477098,3.1720073279982
base,derived_duration_midpoint_age,73,Weekend,NA,0.20189160486464536,7.48957276410539,7.287681159240745,3.845732184485018
base,derived_duration_midpoint_age,74,Weekday,NA,-0.3111381131795866,6.6423995896198464,6.953537702799433,3.1656307382201296
base,derived_duration_midpoint_age,74,Weekend,NA,0.1915807272635227,7.477828674562658,7.286247947299136,3.8347047009130906
base,derived_duration_midpoint_age,75,Weekday,NA,-0.31896480318848,6.636939035024065,6.955903838212546,3.158987115917793
base,derived_duration_midpoint_age,75,Weekend,NA,0.1806092820523424,7.4657604838101825,7.28515120175784,3.8231848829312622
base,derived_duration_midpoint_age,76,Weekday,NA,-0.3273604207670289,6.631513342949406,6.958873763716435,3.1520764610911884
base,derived_duration_midpoint_age,76,Weekend,NA,0.1689772692311042,7.4533681918479635,7.2843909226168595,3.8111727305395338
base,derived_duration_midpoint_age,77,Weekday,NA,-0.3363249659152336,6.626122513395867,6.9624474793111,3.1448987737403167
base,derived_duration_midpoint_age,77,Weekend,NA,0.15668468879980818,7.440651798676001,7.283967109876192,3.798668243737904
base,derived_duration_midpoint_age,78,Weekday,NA,-0.34585843863309385,6.620766546363448,6.9666249849965425,3.137454053865177
base,derived_duration_midpoint_age,78,Weekend,NA,0.14373154075845437,7.427611304294294,7.28387976353584,3.785671422526374
base,derived_duration_midpoint_age,79,Weekday,NA,-0.3559608389206098,6.615445441852152,6.9714062807727615,3.129742301465771
base,derived_duration_midpoint_age,79,Weekend,NA,0.13011782510704287,7.414246708702845,7.284128883595803,3.772182266904944
base,derived_duration_midpoint_age,80,Weekday,NA,-0.36663216677778143,6.610159199861975,6.976791366639757,3.121763516542097
base,derived_duration_midpoint_age,80,Weekend,NA,0.11584354184557348,7.400558011901651,7.284714470056077,3.758200776873612
base,derived_duration_midpoint_age,81,Weekday,NA,-0.3778724222046087,6.60490782039292,6.982780242597529,3.113517699094156
base,derived_duration_midpoint_age,81,Weekend,NA,0.10090869097404628,7.386545213890713,7.285636522916667,3.74372695243238
base,derived_duration_midpoint_age,82,Weekday,NA,-0.3896816052010917,6.599691303444986,6.989372908646077,3.105004849121946
base,derived_duration_midpoint_age,82,Weekend,NA,0.08531327249246126,7.372208314670033,7.286895042177571,3.728760793581247
