"analysis","employment_status","is_weekend_factor","sex_concept","month","estimate","SE","df","conf.low","conf.high"
"emm_employment_x_weekend","Working","Weekday",NA,NA,12.2533263994924,2.70650561081528,94.5958385640367,6.87993730958436,17.6267154894004
"emm_employment_x_weekend","Student","Weekday",NA,NA,10.029956527923,3.0875609898405,95.093624177997,3.90045081123314,16.1594622446128
"emm_employment_x_weekend","Retired","Weekday",NA,NA,13.5238098859514,2.81721411694345,95.7809363401345,7.93152083154374,19.1160989403591
"emm_employment_x_weekend","Not Working","Weekday",NA,NA,12.6225378042185,1.58769421616554,77.3220900808283,9.46124487108882,15.7838307373482
"emm_employment_x_weekend","Working","Weekend",NA,NA,13.1852125912394,2.25631000142762,95.9931716026969,8.70646857059675,17.6639566118821
"emm_employment_x_weekend","Student","Weekend",NA,NA,8.30915195407659,2.95255897595577,95.8535507414195,2.4482544299897,14.1700494781635
"emm_employment_x_weekend","Retired","Weekend",NA,NA,11.001373887361,3.33699542235894,95.856412197955,4.37736369630262,17.6253840784193
"emm_employment_x_weekend","Not Working","Weekend",NA,NA,12.8740306302546,1.59605970397555,95.7940533420131,9.70579023081748,16.0422710296917
"emm_employment_main","Working",NA,NA,NA,12.7299399479432,1.81181843113748,95.7445668009418,9.13338633392969,16.3264935619567
"emm_employment_main","Student",NA,NA,NA,9.14985037183359,2.24865629536525,95.2656644769444,4.68586376700276,13.6138369766644
"emm_employment_main","Retired",NA,NA,NA,12.2337090317105,2.2170169672669,95.8255641915794,7.83286289590165,16.6345551675194
"emm_employment_main","Not Working",NA,NA,NA,12.7511639060843,1.11940423528611,89.5090847365819,10.5271058292247,14.9752219829439
"emm_weekend_main",NA,"Weekday",NA,NA,12.3273519268766,1.46022890583492,82.4813724579084,9.42274526485782,15.2319585888953
"emm_weekend_main",NA,"Weekend",NA,NA,12.1709494616005,1.431226175164,95.9997180356382,9.32998785116953,15.0119110720314
"emm_sex_main",NA,NA,"Female",NA,11.6673437278512,2.2451367739881,95.5757486113456,7.21052997887143,16.1241574768309
"emm_sex_main",NA,NA,"I prefer not to answer",NA,13.1856886044615,1.86458026589155,95.7286887546529,9.48439215430721,16.8869850546158
"emm_sex_main",NA,NA,"Intersex",NA,11.925031334837,2.00460169010992,94.0053539057722,7.9448506427793,15.9052120268946
"emm_sex_main",NA,NA,"Male",NA,11.142737223194,1.75262252884582,95.6106813259393,7.66362820462197,14.6218462417661
"emm_sex_main",NA,NA,"No matching concept",NA,12.8129618508664,1.8848572631096,90.6370065576718,9.06872242395864,16.5572012777741
"emm_sex_main",NA,NA,"PMI: Skip",NA,13.4177688314209,2.47146093406634,95.5760203141782,8.51167990302323,18.3238577598187
"emm_sex_main",NA,NA,"Sex At Birth: Sex At Birth None Of These",NA,12.7892875557753,2.33376907780285,95.4714661877246,8.1564652363021,17.4221098752485
"emm_month_main",NA,NA,NA,"01",11.9923298516068,2.74765217733502,95.4490137755595,6.53788155923802,17.4467781439755
"emm_month_main",NA,NA,NA,"02",12.3671673565759,2.16829059679142,95.5081493504036,8.06286165092348,16.6714730622283
"emm_month_main",NA,NA,NA,"03",11.9513071849839,2.2439892227318,64.2743005712378,7.46879179564919,16.4338225743187
"emm_month_main",NA,NA,NA,"04",14.5901224281725,2.497773025748,95.7677740931991,9.63192871992143,19.5483161364236
"emm_month_main",NA,NA,NA,"05",12.107891442417,3.19986768339358,95.9572879613715,5.75616821052547,18.4596146743086
"emm_month_main",NA,NA,NA,"06",14.5501596206249,3.25730263522208,95.7671639862237,8.08426436847631,21.0160548727735
"emm_month_main",NA,NA,NA,"07",10.8624188737961,2.61904740282828,95.3928333216334,5.66322854320565,16.0616092043865
"emm_month_main",NA,NA,NA,"08",14.4442170742531,2.75804350281361,81.0377109907284,8.95661434895731,19.9318197995488
"emm_month_main",NA,NA,NA,"09",11.6695198900998,2.34139474302151,95.4601775024734,7.02155262137535,16.3174871588242
"emm_month_main",NA,NA,NA,"10",12.5552308533194,2.4648585241302,95.741493478835,7.66235675395285,17.448104952686
"emm_month_main",NA,NA,NA,"11",12.7384445836383,2.01891107436526,95.7169678377014,8.73078653812561,16.7461026291511
"emm_month_main",NA,NA,NA,"12",8.57918835287504,2.56614916990269,95.6166414220116,3.48516186305136,13.6732148426987
"emm_month_x_weekend",NA,"Weekday",NA,"01",12.0431537932167,2.94287541006171,94.0283938478898,6.20002868309373,17.8862789033397
