"analysis","employment_status","is_weekend_factor","sex_concept","month","estimate","SE","df","conf.low","conf.high"
"emm_employment_x_weekend","Working","Weekday",NA,NA,25.1025998358584,2.44258837785542,94.7502832994475,20.2532839648438,29.951915706873
"emm_employment_x_weekend","Student","Weekday",NA,NA,22.9408798561985,2.76147794170585,94.770951965491,17.4584821004502,28.4232776119468
"emm_employment_x_weekend","Retired","Weekday",NA,NA,24.6497208039839,2.50271369153826,93.963194395678,19.6804987253719,29.6189428825959
"emm_employment_x_weekend","Not Working","Weekday",NA,NA,23.8500295117502,1.40373169297494,91.6643589742255,21.0619611816852,26.6380978418152
"emm_employment_x_weekend","Working","Weekend",NA,NA,NA,NA,NA,NA,NA
"emm_employment_x_weekend","Student","Weekend",NA,NA,NA,NA,NA,NA,NA
"emm_employment_x_weekend","Retired","Weekend",NA,NA,NA,NA,NA,NA,NA
"emm_employment_x_weekend","Not Working","Weekend",NA,NA,NA,NA,NA,NA,NA
"emm_employment_main","Working",NA,NA,NA,24.8926897362298,1.64676263941892,94.4439949812355,21.6232042944763,28.1621751779833
"emm_employment_main","Student",NA,NA,NA,25.9226282091122,2.02185166770914,94.8352336070054,21.9086552079784,29.936601210246
"emm_employment_main","Retired",NA,NA,NA,24.4750559984043,1.97005281541009,93.9733156954608,20.5634554712875,28.3866565255212
"emm_employment_main","Not Working",NA,NA,NA,25.4121345714985,0.992337277878454,93.5163763090882,23.4416927952252,27.3825763477718
"emm_weekend_main",NA,"Weekday",NA,NA,24.1098257755488,1.29627794152651,92.9485627374424,21.5356559136699,26.6839956374276
"emm_weekend_main",NA,"Weekend",NA,NA,NA,NA,NA,NA,NA
"emm_sex_main",NA,NA,"Female",NA,27.3447514800616,2.22123141783931,38.7699411341208,22.8510342983453,31.8384686617779
"emm_sex_main",NA,NA,"I prefer not to answer",NA,24.4104540655737,1.65190429895382,94.5181975104105,21.1307937707746,27.6901143603728
"emm_sex_main",NA,NA,"Intersex",NA,26.0063247107507,1.76197749951944,93.9134973823451,22.5078350710339,29.5048143504674
"emm_sex_main",NA,NA,"Male",NA,26.7316597907257,1.61927741916387,81.7572987898486,23.5102579975806,29.9530615838708
"emm_sex_main",NA,NA,"No matching concept",NA,24.7162502748017,1.68055916370392,92.7876403092052,21.3788921772297,28.0536083723736
"emm_sex_main",NA,NA,"PMI: Skip",NA,22.7682537977518,2.17722179987946,94.1248423697513,18.4454036245422,27.0911039709614
"emm_sex_main",NA,NA,"Sex At Birth: Sex At Birth None Of These",NA,22.471306111272,2.09378011975817,93.7499205621408,18.3139120231851,26.6287001993588
"emm_month_main",NA,NA,NA,"01",25.3725610405425,2.5182699830309,94.3802823294393,20.3727395926541,30.3723824884309
"emm_month_main",NA,NA,NA,"02",26.516487684281,1.91811630070836,94.9788159075378,22.7085344188396,30.3244409497224
