"analysis","employment_status","is_weekend_factor","sex_concept","month","estimate","SE","df"
"emm_employment_x_weekend","Employed For Wages","Weekday",NA,NA,3.19903015280491,0.114979913603126,Inf
"emm_employment_x_weekend","Homemaker","Weekday",NA,NA,3.5674359779042,0.336023391814181,Inf
"emm_employment_x_weekend","Out Of Work Less Than One","Weekday",NA,NA,3.75219923069658,0.504177703444283,Inf
"emm_employment_x_weekend","Out Of Work One Or More","Weekday",NA,NA,3.12061196097374,0.44080634390874,Inf
"emm_employment_x_weekend","Retired","Weekday",NA,NA,3.18486858325362,0.219560084163879,Inf
"emm_employment_x_weekend","Self Employed","Weekday",NA,NA,3.03912588846392,0.259441067285924,Inf
"emm_employment_x_weekend","Student","Weekday",NA,NA,3.79646789642075,0.287964916733225,Inf
"emm_employment_x_weekend","Unable To Work","Weekday",NA,NA,3.86830202305929,0.302650594721713,Inf
"emm_employment_x_weekend","Employed For Wages","Weekend",NA,NA,3.81045430289881,0.11530278118176,Inf
"emm_employment_x_weekend","Homemaker","Weekend",NA,NA,4.15509707390279,0.33661766156955,Inf
"emm_employment_x_weekend","Out Of Work Less Than One","Weekend",NA,NA,4.35644623836929,0.504872377700413,Inf
"emm_employment_x_weekend","Out Of Work One Or More","Weekend",NA,NA,3.75423491619724,0.441765812289862,Inf
"emm_employment_x_weekend","Retired","Weekend",NA,NA,3.80473491705751,0.219976607052028,Inf
"emm_employment_x_weekend","Self Employed","Weekend",NA,NA,3.67349495447274,0.26002314117801,Inf
"emm_employment_x_weekend","Student","Weekend",NA,NA,4.4502882090922,0.288546929618414,Inf
"emm_employment_x_weekend","Unable To Work","Weekend",NA,NA,4.49290157247133,0.303335802887937,Inf
"emm_employment_main","Employed For Wages",NA,NA,NA,3.37374763970439,0.114918000073364,Inf
"emm_employment_main","Homemaker",NA,NA,NA,3.73536305410113,0.335942997143593,Inf
"emm_employment_main","Out Of Work Less Than One",NA,NA,NA,3.92486581351129,0.504054114807083,Inf
"emm_employment_main","Out Of Work One Or More",NA,NA,NA,3.30167286666657,0.440588334093701,Inf
"emm_employment_main","Retired",NA,NA,NA,3.36199846606766,0.219494922037745,Inf
"emm_employment_main","Self Employed",NA,NA,NA,3.22039999901845,0.259329068126377,Inf
"emm_employment_main","Student",NA,NA,NA,3.98330029729376,0.287846631372946,Inf
"emm_employment_main","Unable To Work",NA,NA,NA,4.04678444573601,0.302525785692992,Inf
"emm_weekend_main",NA,"Weekday",NA,NA,3.32332638778299,0.0821842373927066,Inf
